rd,Dev,Adv,Wrong,pure_adv,Train 
20,0.1,14.658,4.254,1.676,
20,0.302040816327,16.214,11.906,5.41,
20,0.504081632653,19.44,19.376,10.146,
20,0.70612244898,24.57,27.104,16.072,
20,0.908163265306,31.734,36.054,23.76,
20,1.11020408163,41.118,46.324,33.316,
20,1.31224489796,49.95,55.76,42.232,
20,1.51428571429,56.492,62.556,48.728,
20,1.71632653061,62.476,68.63,54.566,
20,1.91836734694,67.832,74.004,59.792,
20,2.12040816327,72.656,78.686,64.408,
20,2.32244897959,76.524,82.422,68.088,
20,2.52448979592,79.774,85.498,71.126,
20,2.72653061224,82.57,88.106,73.694,
20,2.92857142857,84.836,90.206,75.774,
20,3.1306122449,86.752,91.954,77.5,
20,3.33265306122,88.422,93.434,78.968,
20,3.53469387755,89.986,94.758,80.286,
20,3.73673469388,91.198,95.764,81.286,
20,3.9387755102,92.264,96.636,82.15,
20,4.14081632653,93.194,97.394,82.904,
20,4.34285714286,93.918,97.97,83.48,
20,4.54489795918,94.584,98.496,84.006,
20,4.74693877551,95.098,98.866,84.374,
20,4.94897959184,95.56,99.178,84.686,
20,5.15102040816,95.834,99.356,84.864,
20,5.35306122449,96.13,99.524,85.032,
20,5.55510204082,96.346,99.646,85.154,
20,5.75714285714,96.53,99.74,85.248,
20,5.95918367347,96.704,99.82,85.328,
20,6.1612244898,96.87,99.88,85.388,
20,6.36326530612,97.006,99.924,85.432,
20,6.56530612245,97.15,99.952,85.46,
20,6.76734693878,97.258,99.97,85.478,
20,6.9693877551,97.33,99.978,85.486,
20,7.17142857143,97.404,99.982,85.49,
20,7.37346938776,97.49,99.996,85.504,
20,7.57551020408,97.562,99.998,85.506,
20,7.77755102041,97.608,100.0,85.508,
20,7.97959183673,97.664,100.0,85.508,
20,8.18163265306,97.732,100.0,85.508,
20,8.38367346939,97.79,100.0,85.508,
20,8.58571428571,97.838,100.0,85.508,
20,8.78775510204,97.88,100.0,85.508,
20,8.98979591837,97.934,100.0,85.508,
20,9.19183673469,97.98,100.0,85.508,
20,9.39387755102,98.02,100.0,85.508,
20,9.59591836735,98.052,100.0,85.508,
20,9.79795918367,98.09,100.0,85.508,
20,10.0,98.124,100.0,85.508,
