100,0.1,5.7346454021,6.48116728877,4.3773328809,0
100,0.2,9.02612826603,9.09399389209,7.29555480149,0
100,0.3,12.2158126909,11.5710892433,10.111978283,0
100,0.4,16.6610111978,15.5072955548,14.2857142857,0
100,0.5,20.8347472005,19.5792331184,18.3915846624,0
100,0.6,25.9246691551,24.4316253817,23.3457753648,0
100,0.7,32.0665083135,30.1662707838,29.2840176451,0
100,0.8,39.5317271802,37.2921615202,36.5795724466,0
100,0.9,45.4021038344,43.0268069223,42.3820834747,0
100,1.0,53.1387852053,50.7634882932,50.1187648456,0
